요일,제목,작가,장르,평점,연령등급,태그
WEDNESDAY,자기 자?,혜룡 / 영영,개그,9.72752,18세 이용가,"['개그', '2024 연재직행열차', '일상개그힐링', '결혼생활', '연애/결혼공감', '개그', '계략녀', '로맨스코미디', '성인웹툰']"
WEDNESDAY,전지적 독자 시점,UMI / 슬리피-C / 싱숑,판타지,9.94772,15세 이용가,"['판타지', '레드아이스 스튜디오', '게임', '세계관', '아포칼립스', '게임판타지', '헌터물', '이능력배틀물', '먼치킨', '구원서사', '소설원작']"
WEDNESDAY,종말이 찾아왔다,전선욱,판타지,9.72037,15세 이용가,"['판타지', '액션아포칼립스', '생존', '스릴러', '환골탈태', '아포칼립스', '힘숨찐', '좀비']"
WEDNESDAY,강제소집,남자의 이야기 / GArt,스릴러,8.77136,18세 이용가,"['스릴러', '고자극스릴러', '자극적인', '생존', '데스게임', '액션', '피카레스크', '서바이벌', '밀리터리', '성인웹툰']"
WEDNESDAY,"울어 봐, 빌어도 좋고",반지 / 솔체,순정,9.94211,18세 이용가,"['로맨스', '후회물', '고자극로맨스', '혐관로맨스', '삼각관계', '로판', '까칠남', '소설원작', '성인웹툰']"
WEDNESDAY,운명을 보는 회사원,영완(映完) / 임성욱,판타지,9.94635,전체연령가,"['판타지', '현대판타지', '현대', '오피스', '이능력', '직업드라마', '오컬트', '두뇌싸움', '소설원작']"
WEDNESDAY,쌉초의 난,쌉초,일상,9.97679,12세 이용가,"['일상', '일상개그힐링', '가벼운', '개그', '무해한', '햇살캐', '힐링', '4차원', '하이퍼리얼리즘', '동물', '걸크러시', '공감성수치']"
WEDNESDAY,일렉시드,손제호 / 제나,액션,9.84723,12세 이용가,"['액션', '이능력', '배틀', '아카데미물', '세계관', '학원물', '이능력배틀물', '인외존재', '성장드라마', '동물', '먼치킨']"
WEDNESDAY,별을 품은 소드마스터,홍대의 / 주노 / Q10,판타지,9.97429,15세 이용가,"['판타지', '중세판타지액션', '시리어스', '서양', '소년물', '용사', '액션', '성장물', '소년왕도물', '소설원작']"
WEDNESDAY,사천당가의 검신급 소가주가 되었다,PSG / 김종섭 / 화계,무협,9.89177,15세 이용가,"['무협/사극', '사이다', '소년물', '환생', '액션', '성장물', '고인물', '판무', '복수극', '먼치킨', '소설원작']"
WEDNESDAY,썰:관계주의,이삼 / 장버들,순정,9.92613,18세 이용가,"['로맨스', '고자극드라마', '나쁜남자', '하이퍼리얼리즘', '사내연애', '성인웹툰']"
WEDNESDAY,백XX,"박만사, 병장 / 펀치킥",액션,9.84818,15세 이용가,"['액션', '자극적인', '시리어스', '가족', '지금추천작', '범죄', '복수극', '먼치킨', '느와르']"
WEDNESDAY,천마는 조용히 살고싶다,기제마 / 슬우 / 김강현,무협,9.91067,15세 이용가,"['무협/사극', '동양', '환생', '무협/사극', '고인물', '동양풍판타지', '빙의', '소설원작']"
WEDNESDAY,성스러운 작가생활,이작가야,순정,9.95561,18세 이용가,"['로맨스', '요즘핫한추천작', '로맨스코미디', '직업드라마', '전남친', '까칠남', '성인웹툰']"
WEDNESDAY,미연,서녜,순정,9.97789,15세 이용가,"['로맨스', '감성적인', '소심녀', '로맨스', '타임슬립']"
WEDNESDAY,왕따가 격투기를 너무 잘함,"박만사, 김꿀빨 / 김꿀빨 / 아몬드빵",액션,9.81806,15세 이용가,"['액션', '사이다', '현대판타지', '현대', '상태창', '스포츠', '인생역전', '참교육', '성장물', '환골탈태', '격투기', '복수극', '빙의', '소설원작']"
WEDNESDAY,어느 마법사의 식당,차씨 / 스튜디오이너스 / 배드보이즈,판타지,9.96042,15세 이용가,"['판타지', '마법', '요즘핫한추천작', '힐링', '차원이동', '게임판타지', '힘숨찐', '이세계', '음식&요리', '소설원작']"
WEDNESDAY,무림서부,임팩 / 정한길 / 컵라면.,무협,9.94744,15세 이용가,"['무협/사극', '세계관', '힘숨찐', '판무', '소설원작']"
WEDNESDAY,베이비 폭군,정난 / 아원 / 이흰,순정,9.97435,전체연령가,"['로맨스', '성장로판', '서양', '환생', '왕족/귀족', '가벼운', '개그', '성장물', '러블리', '힐링', '육아물', '로판', '소설원작']"
WEDNESDAY,중간에서 만나,조흰 / 윤김,순정,9.95276,15세 이용가,"['로맨스', '리얼로맨스', '미친작화', '햇살캐', '폭스남', '로맨스코미디', '청춘로맨스', '연상연하', '걸크러시']"
WEDNESDAY,나쁜사람,둠스,액션,9.70296,15세 이용가,"['액션', '사이다', '학원액션', '참교육', '가벼운', '개그', '격투기', '학원로맨스', '학원물', '느와르']"
WEDNESDAY,마음의소리(였던 것),조석,개그,9.95658,전체연령가,"['개그', '열혈병맛개그', '공감', '병맛', '가벼운', '개그', '요즘핫한추천작', '지금추천작', '4차원']"
WEDNESDAY,어린이집 다니는 구나,구나,일상,9.97624,전체연령가,"['일상', '공감', '무해한', '러블리', '힐링', '직업드라마', '육아물', '하이퍼리얼리즘']"
WEDNESDAY,흑사,안경알,무협,9.9615,15세 이용가,"['무협/사극', '정통무협', '시리어스', '동양', '시대물', '액션', '복수극', '먼치킨', '걸크러시']"
WEDNESDAY,당골,남승우 / 김교,스릴러,9.94636,15세 이용가,"['스릴러', '동양', '미스터리', '스릴러', '공포', '오컬트', '빙의', '사이비종교']"
WEDNESDAY,밥먹고가라,김해마 / DUBU / 고두열,판타지,9.90278,15세 이용가,"['판타지', '액션판타지', '이능력', '크리처', '이세계요리', '고인물', '인외존재', '동물', '먼치킨', '소설원작']"
WEDNESDAY,명품관의 진상,소리쳐,드라마,9.96786,12세 이용가,"['드라마', '2024 연재직행열차', '드라마', '직업드라마', '하이퍼리얼리즘', '성장드라마', '동물']"
WEDNESDAY,건곤불이기,박만사/노경찬 / 형1978 / 임준욱,무협,9.90824,15세 이용가,"['무협/사극', '정통무협', '시리어스', '동양', '모험', '액션', '성장물', '소설원작']"
WEDNESDAY,이기적 연애론,교교박,순정,9.93668,12세 이용가,"['로맨스', '리얼로맨스', '감성적인', '청춘', '무심남', '계약연애', '전남친', '청춘로맨스', '오피스로맨스', '까칠남']"
WEDNESDAY,천재는 평범하게 살기로 했더,비단가리비 / 아티 / 자손e,드라마,9.95532,12세 이용가,"['드라마', '감성적인', '과거', '가족', '무해한', '타임슬립', '힐링', '회귀', '소설원작']"
WEDNESDAY,강철을 먹는 플레이어,감독9 / 지점장,액션,9.80123,15세 이용가,"['액션', '현대판타지', '상태창', '크리처', '고인물', '밀리터리', '게임판타지', '회귀', '힘숨찐', '헌터물', '이능력배틀물', '인외존재', '소설원작']"
WEDNESDAY,빌드업,911,스포츠,9.85065,12세 이용가,"['스포츠', '2019 지상최대공모전', '축구', '소년왕도물', '스포츠성장']"
WEDNESDAY,겨울잠,임레이스,스릴러,9.88153,15세 이용가,"['스릴러', '독자PICK', '생존', '공포']"
WEDNESDAY,잠겨죽어도,쟁눠 / 성실,스릴러,9.95354,15세 이용가,"['스릴러', '까칠녀', '고자극스릴러', '시리어스', '2022 지상최대공모전', '집착물', '후회물', '계략녀', '인외존재', '서스펜스']"
WEDNESDAY,첩자의 마교생활,대은호 / DALGON,무협,9.79479,15세 이용가,"['무협/사극', '액션', '무협/사극', '먼치킨', '소설원작']"
WEDNESDAY,엔드리스 서머,솔방울 / 해유 / 달로,순정,9.93686,15세 이용가,"['로맨스', '리얼로맨스', '감성적인', '설렘폭발', '현대', '능력남', '사연녀', '다정남', '재회', '감성드라마', '소설원작']"
WEDNESDAY,내 분신이 거물이 되어간다,LICO / 한사 / 실험샘플,판타지,9.89352,15세 이용가,"['판타지', '액션판타지', '게임', '이능력', '배틀', '소년물', '액션', '판타지', '소설원작']"
WEDNESDAY,김영하 단편선,시,드라마,9.92171,15세 이용가,"['드라마', '명작', '고자극드라마', '감성적인', '자극적인', '치명적인', '옴니버스', '결혼생활', '첫사랑', '혐관', '사연남', '계략남', '집착남', '나쁜남자', '짝사랑녀', '로맨스', '일상', '연애/결혼공감', '사연녀', '미친작화', '흑막녀', '범죄', '하이퍼리얼리즘', '재회', '삼각관계', '서스펜스']"
WEDNESDAY,"시바, 만만치 않다",상금,일상,9.96685,전체연령가,"['일상', '2024 연재직행열차', '일상개그힐링', '공감', '감성', '가벼운', '무해한', '러블리', '힐링', '동물']"
WEDNESDAY,조선왕조실톡,무적핑크,개그,9.82393,전체연령가,['개그']
WEDNESDAY,칼부림,고일권,무협,9.91935,12세 이용가,"['무협/사극', '시리어스', '과거', '동양', '시대물', '전쟁', '정치', '액션', '성장물', '역사물', '판무', '복수극']"
WEDNESDAY,대장전,신형욱 / 이광수,액션,9.90038,15세 이용가,"['액션', '학원액션', '열혈', '자극적인', '세계관', '블루스트링', '먼치킨', '느와르']"
WEDNESDAY,신수 유치원,여눅 / 밈바 / 글맛,판타지,9.5255,전체연령가,"['판타지', '무해한', '힐링', '동물', '소설원작']"
WEDNESDAY,마른 가지에 바람처럼,화음 / 달새울,순정,9.97012,12세 이용가,"['로맨스', '설렘폭발', '서양', '이능력', '왕족/귀족', '공식미남', '순정남', '공식미녀', '외유내강녀', '소심녀', '철벽녀', '능력녀', '직진남', '이세계', '로판', '구원서사', '소설원작']"
WEDNESDAY,두 번 사는 프로듀서,여로운 / 왕십리글쟁이,판타지,9.90071,12세 이용가,"['판타지', '사이다', '인생역전', '직업드라마', '회귀', '인플루언서', '연예계', '복수극', '소설원작']"
WEDNESDAY,귀령,가나라 / 소희 / 월하야담,드라마,9.96134,15세 이용가,"['드라마', '공포', '오컬트', '동양풍판타지', '소설원작']"
WEDNESDAY,마님이네 미국 시골집 이야기,마님,일상,9.01416,전체연령가,"['일상', '공감', '결혼생활', '가족', '연애/결혼공감', '가벼운', '러블리', '힐링', '육아물']"
WEDNESDAY,결혼은 당신 형과,서각 / 정다혜 / 하윤미,순정,9.75893,15세 이용가,"['로맨스', '현대', '재벌녀', '로맨스', '드라마', '재벌', '타임슬립', '계약연애', '복수극', '소설원작']"
WEDNESDAY,황후를 훔친 이는 누구인가,핀쿠 / 뮬리 / Lee jihye,순정,9.94976,15세 이용가,"['로맨스', '치명적인', '서양', '이능력', '왕족/귀족', '집착남', '공식미녀', '능력녀', '판타지', '직진남', '복수극', '로판', '소설원작']"
WEDNESDAY,남제,"윤영일, MAJOR / 윤영일",액션,9.83134,15세 이용가,['액션']
WEDNESDAY,계약 결혼 종료,꾸리 / Lee jihye,순정,9.87338,15세 이용가,"['로맨스', '설렘폭발', '결혼생활', '첫사랑', '소꿉친구', '계약연애', '친구>연인', '선결혼후연애', '로판', '소설원작']"
WEDNESDAY,뽀대작렬,상하,순정,9.9504,12세 이용가,"['로맨스', '감성적인', '청춘', '명랑녀', '가벼운', '성장물', '무해한', '러블리', '힐링', '회귀', '하이틴', '학원로맨스', '학원물', '청춘로맨스', '성장드라마', '레트로', '감성드라마']"
WEDNESDAY,호호와 거난이 무삭제판,호호,일상,9.89824,15세 이용가,"['일상', '러브코미디', '일상개그힐링', '리얼로맨스', '공감', '일상', '연애/결혼공감', '가벼운', '4컷만화']"
WEDNESDAY,품위증명,적록 / 염밀,드라마,9.90509,15세 이용가,"['드라마', '2024 지상최대공모전', '시리어스', '현대', '하이틴', '학원물']"
WEDNESDAY,언덕 위의 제임스,쿠당탕,개그,9.91643,전체연령가,"['개그', '열혈병맛개그', '블랙코미디', '옴니버스', '병맛', '가벼운']"
WEDNESDAY,그랜드 피날레,Unreal,판타지,9.95115,15세 이용가,['판타지']
WEDNESDAY,판타지 여동생!,유누,판타지,9.84516,전체연령가,"['판타지', '액션판타지', '마법', '크리처', '가족', '가벼운', '던전물', '개그', '게임판타지']"
WEDNESDAY,닥터앤닥터 병원일기,닥터베르,일상,9.34949,전체연령가,"['일상', '감성적인', '눈물샘자극', '육아물', '의학드라마', '인외존재', '동물']"
WEDNESDAY,수인 보호소에서 남주를 입양해 버렸다,유지별이 / 설단희,순정,9.96863,전체연령가,"['로맨스', '순진남', '성장로판', '악역이주인공', '가족', '왕족/귀족', '순정남', '악녀', '성장물', '러블리', '힐링', '인외존재', '빙의', '동물', '로판', '소설원작']"
WEDNESDAY,소방관,WAN.Z / 문동주,드라마,9.93476,전체연령가,"['드라마', '레드아이스 스튜디오', '현대', '생존', '드라마&영화 원작웹툰', '직업드라마']"
WEDNESDAY,신입은 낮져밤이,다심 / 고기감자 / 블랑드,순정,9.90855,전체연령가,"['로맨스', '낮져밤이', '폭스남', '로맨스코미디', '오피스로맨스', '사내연애', '소설원작']"
WEDNESDAY,발할라 사가,현가 / 트리플라인 / 취룡,판타지,9.92527,15세 이용가,"['판타지', '레드아이스 스튜디오', '하렘', '액션판타지', '판타지개그', '신화', '크리처', '액션', '게임판타지', '소년왕도물', '먼치킨', '소설원작']"
WEDNESDAY,정점의 별,식사백수,액션,9.47447,15세 이용가,"['액션', 'SF액션', '무협/사극', '이능력배틀물', '먼치킨']"
WEDNESDAY,나의 짭사랑,이일공,순정,9.95652,전체연령가,"['로맨스', '짝사랑녀', '아이돌', '짝사랑', '학원로맨스']"
WEDNESDAY,그림자의 밤,융,판타지,9.97377,15세 이용가,"['판타지', '최강자전', '2020 최강자전']"
WEDNESDAY,급식아빠,김재한,액션,9.7382,15세 이용가,"['액션', '사이다', '학원액션', '열혈', '소년물', '참교육', '가벼운', '학원물', '빙의']"
WEDNESDAY,전력고백,손차양 / 냥지,순정,9.91957,전체연령가,"['로맨스', '하이틴', '학원로맨스', '청춘로맨스']"
WEDNESDAY,미래의 골동품 가게,구아진,스릴러,9.97566,15세 이용가,"['스릴러', '오컬트판타지', '시리어스', '현대', '동양', '신화', '크리처', '오컬트', '동양풍판타지', '서스펜스', '괴담']"
WEDNESDAY,영웅&마왕&악당,피빈 / 모모 / 무영자,판타지,9.94946,12세 이용가,"['판타지', '판타지개그', '서양', '마법', '악역이주인공', '용사', '중년', '가벼운', '인외존재', '까칠남', '소설원작']"
WEDNESDAY,좀비상조,제피가루 / 모아이,스릴러,9.91842,15세 이용가,"['스릴러', '미친작화', '아포칼립스', '좀비']"
WEDNESDAY,모닥불 친구들,다롱다리,스릴러,9.94384,15세 이용가,"['스릴러', '생존', '가족', '판타지', '드라마', '미스터리', '스릴러', '세계관', '이세계', '인외존재', '동물']"
WEDNESDAY,연애일기,Hanna,순정,9.94748,15세 이용가,"['로맨스', '리얼로맨스', '감성적인', '청춘', '성장물', '무해한', '햇살캐', '다정남', '짝사랑', '힐링', '청춘로맨스', '친구>연인', '캠퍼스로맨스']"
WEDNESDAY,망겜으로 기사회생,철무장미 / 한징,판타지,9.9206,15세 이용가,"['판타지', '액션판타지', '동양', '신화', '게임', '상태창', '생존', '모험', '2023 지상최대공모전', '고인물', '차원이동', '게임판타지', '빙의', '먼치킨']"
WEDNESDAY,동반입대,지한 / 찹쌀떡,드라마,9.84972,15세 이용가,"['드라마', '2024 연재직행열차', '공감', '현대', '우정', '드라마', '밀리터리', '성장드라마']"
WEDNESDAY,말숙이를 부탁해,임규현,개그,9.94262,전체연령가,"['개그', '판타지개그', '크리처', '일상', '가벼운', '2022 지상최대공모전', '러블리', '힐링', '육아물', '인외존재']"
WEDNESDAY,짝사랑은 결혼으로 끝나지 않는다,치커리 / 팀 라보 / 누오바,순정,9.93448,12세 이용가,"['로맨스', '서양', '결혼생활', '왕족/귀족', '공식미남', '무심남', '짝사랑녀', '순진녀', '선결혼후연애', '로판', '소설원작']"
WEDNESDAY,유사품에 주의하세요,초롱이,순정,9.82048,전체연령가,"['로맨스', '순진남', '러브코미디', '연예계로맨스', '라이벌', '사연남', '대형견남', '로맨틱코미디', '개그', '아이돌', '비밀연애', '짝사랑', '친구>연인', '캠퍼스로맨스', '연예계']"
WEDNESDAY,3인분,사즈,드라마,9.85464,15세 이용가,"['드라마', '고자극드라마', '자극적인', '계략남', '능력녀', '피카레스크', '계략녀', '인플루언서']"
WEDNESDAY,연기깡패,예도,드라마,9.93457,15세 이용가,"['드라마', '2023 지상최대공모전', '개그']"
WEDNESDAY,신입사원은 마왕,하우니 / 숩니,판타지,9.91251,12세 이용가,['판타지']
WEDNESDAY,더러운 것 가운데에서,함돌 / 진서,순정,9.90132,15세 이용가,"['로맨스', '유혹남', '계략남', '로맨스', '드라마', '로판', '구원서사', '소설원작']"
WEDNESDAY,멸종위기종인간,사하라,판타지,9.4627,15세 이용가,"['판타지', '자극적인', '절망적인', '현대', '생존', '이능력', '크리처', '2021 지상최대공모전', '아포칼립스', '이능력배틀물', '인외존재']"
WEDNESDAY,아이스크림 소년,은풀,순정,9.9245,15세 이용가,"['로맨스', '햇살녀', '학원로맨스', '까칠남']"
WEDNESDAY,나태한 마왕은 신과 싸우기로 결심한다.,백창훈,액션,9.81948,15세 이용가,"['액션', '독자PICK', '중세판타지액션', '중세', '서양', '마법', '용사', '빌런', '세계관', '인외존재', '먼치킨', '다크판타지']"
WEDNESDAY,생존버스,Red,스릴러,9.94576,15세 이용가,"['스릴러', '고자극스릴러', '시리어스', '서양', '생존', '미스터리', '스릴러', '해외작품', '후회물', '오컬트', '하이틴', '인외존재']"
WEDNESDAY,줄리에게,제야,순정,9.77862,전체연령가,['로맨스']
WEDNESDAY,별과 사슬이 뜨는 섬,어패류메기 / 훌리,판타지,9.83591,15세 이용가,"['판타지', '액션판타지', '학원액션', '배틀', '소년물', '판타지', '성장물', '이능력배틀물', '소년왕도물']"
WEDNESDAY,고백하면 끝나는 만화,윤딘,순정,9.9368,전체연령가,"['로맨스', '청춘', '무심남', '명랑녀', '짝사랑녀', '순진녀', '로맨틱코미디', '가벼운', '개그', '무해한', '러블리', '짝사랑', '4차원', '하이틴', '학원로맨스', '청춘로맨스']"
WEDNESDAY,"49번 남았습니다, 스승님!",김공작 / 코양희,순정,9.95827,전체연령가,"['로맨스', '동양풍로맨스', '동양', '왕족/귀족', '집착남', '나쁜남자', '능력녀', '회귀', '걸크러시', '소설원작']"
WEDNESDAY,아는 사람,각설이,일상,9.87573,전체연령가,"['일상', '감성적인', '공감', '현대', '옴니버스', '성장물', '힐링', '성장드라마', '감성드라마']"
WEDNESDAY,법법궤궤,고사리박사,판타지,9.9555,15세 이용가,"['판타지', '드라마', '스릴러', '지금추천작', '성장물', '후회물', '세계관', '아포칼립스', '힘숨찐', '학원물', '다크판타지']"
WEDNESDAY,메리 배드 19세,파로메,순정,9.46046,12세 이용가,"['로맨스', '인소감성', '하이틴', '학원로맨스']"
WEDNESDAY,4년 6개월을 잃은 여자,두지,순정,9.89081,12세 이용가,"['로맨스', '감성적인', '미래', '로맨틱코미디', '로맨스', '판타지', '드라마', '타임슬립', '로맨스코미디', '성장드라마', '감성드라마']"
WEDNESDAY,우리의 연애일지,오늘,순정,9.54456,전체연령가,"['로맨스', '순진남', '리얼로맨스', '감성적인', '공감', '캠퍼스', '청춘', '평범남', '연하남', '연상녀', '힐링', '청춘로맨스', '캠퍼스로맨스', '연상연하', '걸크러시']"
WEDNESDAY,레베카의 기도,주은,드라마,9.80459,15세 이용가,"['드라마', '고자극드라마', '자극적인', '서양', '시대물', '자본주의', '라이벌', '혐관', '외유내강녀', '능력녀', '인생역전', '역사물', '계략녀', '구원서사']"
WEDNESDAY,저주인형 김명자,이개 / 집손이,드라마,9.93152,전체연령가,"['드라마', '눈물샘자극', '무해한', '러블리', '힐링', '오컬트', '인외존재', '서스펜스', '성장드라마', '복수극']"
WEDNESDAY,그때 그 채영민,문홍조,드라마,9.88874,전체연령가,"['드라마', '감성적인', '공감', '현대', '청춘', '로맨스', '성장물', '힐링', '성장드라마']"
WEDNESDAY,데드포인트,마요락,스포츠,9.87477,전체연령가,"['스포츠', '소년물', '미친작화', '동아리', '최강자전', '하이틴', '학원물', '성장드라마', '스포츠성장']"
WEDNESDAY,충남기행,헤윰,드라마,9.91352,전체연령가,['드라마']
WEDNESDAY,방구석 재민이,뽈쟁이,개그,9.91446,전체연령가,"['개그', '열혈병맛개그', '공감', '게임', '생존', '일상', '개그']"
SATURDAY,시든 꽃에 눈물을,개,순정,9.96974,18세 이용가,"['로맨스', '자극적인', '치명적인', '헌신남', '유혹남', '계략남', '연하남', '외유내강녀', '무심녀', '미친작화', '폭스남', '집착물', '후회물', '고자극로맨스', '직진남', '연상연하', '성인웹툰']"
SATURDAY,아수라,류기운 / 문정후,판타지,9.93688,15세 이용가,"['판타지', '동양', '모험', '액션', '무협/사극', '성장물', '동양풍판타지', '인외존재', '소년왕도물', '복수극', '먼치킨']"
SATURDAY,마도전생기,포스스튜디오 / codezero,무협,9.91016,15세 이용가,"['무협/사극', '전쟁', '악역이주인공', '액션', '지금추천작', '성장물', '회귀', '힘숨찐', '판무', '두뇌싸움', '먼치킨', '소설원작']"
SATURDAY,개꿈,신송림,드라마,9.9155,18세 이용가,"['드라마', '고자극드라마', '자극적인', '공감', '자본주의', '재벌녀', '재벌', '고자극로맨스', '하이퍼리얼리즘', '인플루언서', '삼각관계', '공감성수치', '성인웹툰']"
SATURDAY,킬러 배드로,김정현 / 임리나,액션,9.94839,15세 이용가,"['액션', '시리어스', '액션', '미친작화', '범죄', '고인물', '격투기', '학원물', '복수극', '먼치킨', '느와르']"
SATURDAY,호랑이형님,이상규,판타지,9.90545,15세 이용가,"['판타지', '명작', '세계관', '동양풍판타지', '판무', '동물']"
SATURDAY,절대군림,박시대 / 장영훈,무협,9.93647,15세 이용가,"['무협/사극', '정통무협', '동양', '배틀', '능글남', '미친작화', '무협/사극', '고인물', '힘숨찐', '먼치킨', '소설원작']"
SATURDAY,99강화나무몽둥이,홍실 / 지페리,판타지,9.71873,15세 이용가,"['판타지', '사이다', '게임', '유혹녀', '명랑녀', '능력녀', '병맛', '개그', '아이돌', '고인물', '차원이동', '게임판타지', '힘숨찐', '헌터물', '인외존재', '먼치킨']"
SATURDAY,아홉수 우리들,수박양,순정,9.96752,전체연령가,"['로맨스', '리얼로맨스', '공감', '현대', '청춘', '능력남', '아방녀', '소심녀', '능력녀', '다정남', '하이퍼리얼리즘', '감성드라마']"
SATURDAY,세레나,정이나,순정,9.95971,15세 이용가,"['로맨스', '결혼생활', '악역이주인공', '왕족/귀족', '공식미남', '무심남', '능력남', '대형견남', '순정남', '공식미녀', '군림녀', '능력녀', '사연녀', '고자극로맨스', '계략녀', '혐관로맨스', '직진남', '선결혼후연애', '걸크러시', '까칠남']"
SATURDAY,킬러경찰,이제환 / 이윤균,액션,9.77225,15세 이용가,"['액션', '현대', '동양', '환생', '참교육', '지금추천작', '복수극', '먼치킨', '느와르']"
SATURDAY,오늘만 사는 기사,"이현민, 가나라 / 이안 / 소울풍",판타지,9.97464,15세 이용가,"['판타지', '액션판타지', '시리어스', '용사', '액션', '요즘핫한추천작', '성장물', '고인물', '회귀', '인외존재', '먼치킨', '소설원작']"
SATURDAY,망나니 소교주로 환생했다,재무 / 전마두 / 대은호,무협,9.87176,15세 이용가,"['무협/사극', '레드아이스 스튜디오', '과거', '환생', '타임슬립', '세계관', '오컬트', '동양풍판타지', '판무', '먼치킨', '소설원작']"
SATURDAY,나를 바꿔줘,이지호 / 호띠,드라마,9.89923,15세 이용가,"['드라마', '고자극드라마', '자극적인', '사회고발', '악역이주인공', '빌런', '판타지', '참교육', '피카레스크', '복수극', '걸크러시']"
SATURDAY,멸망한 가문의 회귀자,양평 / 성구 / Painkiller,판타지,9.87721,15세 이용가,"['판타지', '중세판타지액션', '서양', '가족', '왕족/귀족', '성장물', '고인물', '회귀', '먼치킨', '소설원작']"
SATURDAY,비질란테 2부,CRG / 김규삼,드라마,9.94228,15세 이용가,"['드라마', '사이다', '시리어스', '사회고발', '액션', '참교육', '피카레스크', '범죄', '다크히어로']"
SATURDAY,신입사원 강 회장,승승이 / 선 / 산경(山景),판타지,9.92898,전체연령가,"['판타지', '사이다', '현대판타지', '현대', '오피스', '청춘', '고인물', '재벌', '직업드라마', '빙의', '두뇌싸움', '소설원작']"
SATURDAY,디펜스 게임의 폭군이 되었다,하정 / 굥 / 류은가람,판타지,9.95956,12세 이용가,"['판타지', '게임', '상태창', '고인물', '차원이동', '게임판타지', '헌터물', '이능력배틀물', '인외존재', '다크히어로', '두뇌싸움', '먼치킨', '다크판타지', '소설원작']"
SATURDAY,스터디그룹,신형욱 / 유승연,액션,9.95743,15세 이용가,"['액션', '블루스트링', '힘숨찐', '학원물']"
SATURDAY,나이트런,김성민,판타지,9.91348,15세 이용가,"['판타지', '절망적인', '전쟁', '정치', '크리처', '세계관', '아포칼립스', 'sf', '먼치킨', '다크판타지']"
SATURDAY,황제의 검,레드훅 / 요그소 / 임무성,무협,9.7778,전체연령가,"['무협/사극', '서양', '동양', '신화', '전쟁', '크리처', '액션', '참교육', '성장물', '판무', '이세계', '인외존재', '먼치킨', '소설원작']"
SATURDAY,장기연애,여은 / 꾼,순정,9.71681,15세 이용가,"['로맨스', '리얼로맨스', '로맨스', '연애/결혼공감']"
SATURDAY,왕의 힘으로 회귀한다,재키레이 / KIM / 안소설,판타지,9.64469,15세 이용가,"['판타지', '레드아이스 스튜디오', '액션판타지', '상태창', '이능력', '배틀', '미친작화', '던전물', '회귀', '헌터물', '이능력배틀물', '먼치킨', '소설원작']"
SATURDAY,야매 힐러로 사는 법,14획 / 나옌 / 새송이덮밥,판타지,9.95772,전체연령가,"['판타지', '액션판타지', '서양', '상태창', '마법', '크리처', '용사', '차원이동', '헌터물', '이세계', '소설원작']"
SATURDAY,플레이어가 과거를 숨김,개차반 / 비누끼 / 베데스,판타지,9.95605,12세 이용가,"['판타지', '게임판타지', '빙의', '먼치킨', '공감성수치', '소설원작']"
SATURDAY,사랑하는 나의 억압자,LICO / 서사희,순정,9.97114,15세 이용가,"['로맨스', '자극적인', '서양', '왕족/귀족', '사연남', '집착남', '나쁜남자', '사연녀', '집착물', '후회물', '고자극로맨스', '궁중로맨스', '혐관로맨스', '로판', '까칠남', '소설원작']"
SATURDAY,멸망한 세계의 취사병,웨스트 / 조돌 / 마일드커피,판타지,9.87986,15세 이용가,"['판타지', '사이다', '상태창', '이능력', '크리처', '아포칼립스', '밀리터리', '헌터물', '인외존재', '음식&요리', '소설원작']"
SATURDAY,미스 펜들턴,꼬막 / 유혜민,순정,9.9811,전체연령가,"['로맨스', '성장로판', '미친작화', '로판', '소설원작']"
SATURDAY,호붕빵 아저씨,정다운,드라마,9.97654,전체연령가,"['드라마', '일상개그힐링', '감성적인', '공감', '우정', '가족', '대형견남', '감성', '로맨스', '일상', '짐승남', '가벼운', '성장물', '무해한', '햇살캐', '러블리', '힐링', '음식&요리', '성장드라마', '동물', '감성드라마']"
SATURDAY,윌유메리미,마인드C,일상,9.91463,전체연령가,"['일상', '공감', '결혼생활', '가족', '연애/결혼공감', '가벼운', '개그', '무해한', '러블리', '힐링']"
SATURDAY,마왕,박주연 / 손영식 / 요도 김남재,무협,9.79387,15세 이용가,"['무협/사극', '정통무협', '동양', '우정', '액션', '세계관', '동양풍판타지', '판무', '복수극', '먼치킨', '소설원작']"
SATURDAY,오사카 환상선,혀나현,드라마,9.93833,전체연령가,"['드라마', '시대물', '우정', '가족', '감성', '성장드라마', '구원서사']"
SATURDAY,나를 미워하던 남편이 기억을 잃었다,카레만두 / 액고 / 시세Sisse,순정,9.96962,15세 이용가,"['로맨스', '결혼생활', '순정남', '집착남', '공식미녀', '소심녀', '철벽녀', '사연녀', '다정남', '집착물', '후회물', '직진남', '선결혼후연애', '로판', '소설원작']"
SATURDAY,데이워커,MUTE,액션,9.87317,18세 이용가,"['액션', '고자극드라마', '자극적인', '시리어스', '범죄', '인외존재', '뱀파이어', '복수극', '걸크러시', '느와르', '성인웹툰']"
SATURDAY,대충 캠퍼스로맨스임,공철진,순정,9.95132,15세 이용가,"['로맨스', '리얼로맨스', '공감', '캠퍼스', '청춘', '유혹남', '능글남', '순정남', '명랑녀', '로맨틱코미디', '가벼운', '다정남', '직진남', '청춘로맨스', '캠퍼스로맨스', '삼각관계']"
